Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Application ID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source
55,Current employee,Travel_Rarely,692,Research & Development,14,4,Medical,1,3080,126535,3,Male,61,4,5,Research Director,2,Single,18722,13339,2,Y,No,11,4,4,80,0,36,3,3,24,15,2,15,GlassDoor
31,Current employee,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,3081,126536,1,Male,45,4,5,Research Director,2,Single,18722,13339,8,Y,No,11,3,4,80,0,36,3,3,24,15,2,15,GlassDoor
31,Current employee,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,3082,126537,1,Male,45,4,5,Research Director,2,Single,18722,13339,1,Y,No,11,3,4,80,0,36,3,3,24,15,2,15,GlassDoor
55,Current employee,Travel_Rarely,692,Research & Development,14,4,Medical,1,3083,126538,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,Y,No,11,3,4,80,0,36,3,3,24,15,2,15,GlassDoor
55,Current employee,Travel_Rarely,692,Research & Development,14,4,Medical,1,3084,126539,3,Male,61,4,5,Research Scientist,3,Single,2479,26227,2,Y,No,24,4,1,80,0,7,3,3,24,15,2,15,GlassDoor
34,Current employee,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,3085,126540,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,Company Website
39,Current employee,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,3086,126541,1,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,Company Website
39,Current employee,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,3087,126542,1,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,Company Website
34,Current employee,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,3088,126543,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,Company Website
34,Current employee,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,3089,126544,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,Company Website
34,Current employee,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,3090,126545,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,Company Website
39,Current employee,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,3091,126546,1,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,Company Website
39,Current employee,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,3092,126547,1,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,Company Website
34,Current employee,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,3093,126548,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,Company Website
39,Current employee,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,3094,126549,1,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,Company Website
39,Current employee,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,3095,126550,1,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,Company Website
34,Current employee,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,3096,126551,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,Company Website
34,Current employee,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,3097,126552,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,Company Website
34,Current employee,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,3098,126553,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,Company Website
39,Current employee,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,3099,126554,1,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,Company Website
39,Current employee,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,3100,126555,1,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,Company Website
39,Current employee,Travel_Rarely,1383,Human Resources,1,1,Life Sciences,1,3101,126556,1,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,4,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4,Company Website
40,Current employee,Travel_Rarely,555,Research & Development,1,1,Life Sciences,1,3102,126557,1,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,14,3,4,80,2,26,4,2,25,9,14,13,Company Website
41,Current employee,Non-Travel,247,Research & Development,1,1,Life Sciences,1,3103,126558,1,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,3,Y,No,12,3,4,80,0,20,4,2,4,3,0,3,Company Website
44,Voluntary Resignation,Travel_Rarely,1376,Human Resources,1,1,Life Sciences,1,3104,126559,1,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,0,Y,No,14,3,4,80,1,24,1,3,20,6,3,6,Seek
45,Voluntary Resignation,Travel_Rarely,1449,Sales,1,1,Life Sciences,1,3105,126560,1,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,7,Y,No,14,3,2,80,0,27,3,3,15,11,4,8,Jora
45,Current employee,Non-Travel,1050,Sales,1,1,Life Sciences,1,3106,126561,1,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,3,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7,Company Website
47,Current employee,Travel_Rarely,1176,Human Resources,1,1,Life Sciences,1,3107,126562,1,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2,Recruit.net
51,Current employee,Travel_Rarely,313,Research & Development,3,3,Medical,1,3108,126563,4,Female,98,3,4,Healthcare Representative,2,Single,13734,7192,3,Y,No,18,4,3,80,0,21,6,3,7,7,1,0,Indeed
56,Current employee,Travel_Frequently,906,Sales,6,3,Life Sciences,1,3109,126564,1,Female,45,3,4,Healthcare Representative,2,Single,13734,7192,3,Y,No,18,3,3,80,0,21,6,3,7,7,1,0,Indeed
51,Current employee,Travel_Rarely,313,Research & Development,3,3,Life Sciences,1,3110,126565,4,Female,98,3,4,Healthcare Representative,2,Single,13734,7192,0,Y,No,18,3,3,80,0,21,6,3,7,7,1,0,Indeed
56,Current employee,Travel_Frequently,906,Sales,6,3,Marketing,1,3111,126566,1,Female,45,3,4,Healthcare Representative,2,Single,13734,7192,0,Y,No,18,4,3,80,0,21,6,3,7,7,1,0,Indeed
51,Current employee,Travel_Rarely,313,Research & Development,3,3,Medical,1,3112,126567,4,Female,98,3,4,Healthcare Representative,2,Single,13734,7192,3,Y,No,18,3,3,80,0,21,6,3,7,7,1,0,Indeed
51,Current employee,Travel_Rarely,313,Research & Development,3,3,Life Sciences,1,3113,126568,4,Female,98,3,4,Healthcare Representative,2,Single,13734,7192,0,Y,No,18,3,3,80,0,21,6,3,7,7,1,0,Indeed
56,Current employee,Travel_Frequently,906,Sales,6,3,Life Sciences,1,3114,126569,1,Female,45,3,4,Healthcare Representative,2,Single,13734,7192,3,Y,No,18,3,3,80,0,21,6,3,7,7,1,0,Indeed
56,Current employee,Travel_Frequently,906,Sales,6,3,Marketing,1,3115,126570,1,Female,45,3,4,Healthcare Representative,2,Single,13734,7192,0,Y,No,18,3,3,80,0,21,6,3,7,7,1,0,Indeed
51,Current employee,Travel_Rarely,313,Research & Development,3,3,Medical,1,3116,126571,4,Female,98,3,4,Healthcare Representative,2,Single,13734,7192,3,Y,No,18,4,3,80,0,21,6,3,7,7,1,0,Indeed
56,Current employee,Travel_Frequently,906,Sales,6,3,Life Sciences,1,3117,126572,1,Female,45,3,4,Healthcare Representative,2,Single,13734,7192,3,Y,No,18,3,3,80,0,21,6,3,7,7,1,0,Indeed
51,Current employee,Travel_Rarely,313,Research & Development,3,3,Life Sciences,1,3118,126573,4,Female,98,3,4,Healthcare Representative,2,Single,13734,7192,0,Y,No,18,3,3,80,0,21,6,3,7,7,1,0,Indeed
56,Current employee,Travel_Frequently,906,Sales,6,3,Marketing,1,3119,126574,1,Female,45,3,4,Healthcare Representative,2,Single,13734,7192,0,Y,No,18,4,3,80,0,21,6,3,7,7,1,0,Indeed
51,Current employee,Travel_Rarely,313,Research & Development,3,3,Medical,1,3120,126575,4,Female,98,3,4,Healthcare Representative,2,Single,13734,7192,3,Y,No,18,3,3,80,0,21,6,3,7,7,1,0,Indeed
51,Current employee,Travel_Rarely,313,Research & Development,3,3,Life Sciences,1,3121,126576,4,Female,98,3,4,Healthcare Representative,2,Single,13734,7192,0,Y,No,18,3,3,80,0,21,6,3,7,7,1,0,Indeed
56,Current employee,Travel_Frequently,906,Sales,6,3,Life Sciences,1,3122,126577,1,Female,45,3,4,Healthcare Representative,2,Single,13734,7192,3,Y,No,18,3,3,80,0,21,6,3,7,7,1,0,Indeed
56,Current employee,Travel_Frequently,906,Sales,6,3,Marketing,1,3123,126578,1,Female,45,3,4,Healthcare Representative,2,Single,13734,7192,0,Y,No,18,3,3,80,0,21,6,3,7,7,1,0,Indeed
52,Current employee,Travel_Rarely,699,Research & Development,1,4,Life Sciences,1,3124,126579,3,Male,65,2,5,Manager,3,Married,19999,5678,0,Y,No,14,3,1,80,1,34,5,3,33,18,11,9,Adzuna
45,Current employee,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,3125,126580,1,Male,45,2,5,Manager,3,Married,19999,5678,0,Y,No,14,3,1,80,1,34,5,3,33,18,11,9,Adzuna
52,Current employee,Travel_Rarely,699,Research & Development,1,4,Human Resources,1,3126,126581,3,Male,65,2,5,Manager,3,Married,19999,5678,1,Y,No,14,4,1,80,1,34,5,3,33,18,11,9,Adzuna
45,Current employee,Travel_Rarely,192,Research & Development,10,2,Medical,1,3127,126582,1,Male,45,2,5,Manager,3,Married,19999,5678,1,Y,No,14,3,1,80,1,34,5,3,33,18,11,9,Adzuna
45,Current employee,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,3128,126583,1,Male,45,2,5,Manager,3,Married,19999,5678,0,Y,No,14,3,1,80,1,34,5,3,33,18,11,9,Adzuna
45,Current employee,Travel_Rarely,192,Research & Development,10,2,Medical,1,3129,126584,1,Male,45,2,5,Manager,3,Married,19999,5678,1,Y,No,14,3,1,80,1,34,5,3,33,18,11,9,Adzuna
52,Current employee,Travel_Rarely,699,Research & Development,1,4,Life Sciences,1,3130,126585,3,Male,65,2,5,Manager,3,Married,19999,5678,0,Y,No,14,3,1,80,1,34,5,3,33,18,11,9,Adzuna
52,Current employee,Travel_Rarely,699,Research & Development,1,4,Human Resources,1,3131,126586,3,Male,65,2,5,Manager,3,Married,19999,5678,1,Y,No,14,3,1,80,1,34,5,3,33,18,11,9,Adzuna
52,Current employee,Travel_Rarely,699,Research & Development,1,4,Life Sciences,1,3132,126587,3,Male,65,2,5,Manager,3,Married,19999,5678,0,Y,No,14,3,1,80,1,34,5,3,33,18,11,9,Adzuna
45,Current employee,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,3133,126588,1,Male,45,2,5,Manager,3,Married,19999,5678,0,Y,No,14,3,1,80,1,34,5,3,33,18,11,9,Adzuna
52,Current employee,Travel_Rarely,699,Research & Development,1,4,Human Resources,1,3134,126589,3,Male,65,2,5,Manager,3,Married,19999,5678,1,Y,No,14,4,1,80,1,34,5,3,33,18,11,9,Adzuna
45,Current employee,Travel_Rarely,192,Research & Development,10,2,Medical,1,3135,126590,1,Male,45,2,5,Manager,3,Married,19999,5678,1,Y,No,14,3,1,80,1,34,5,3,33,18,11,9,Adzuna
45,Current employee,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,3136,126591,1,Male,45,2,5,Manager,3,Married,19999,5678,0,Y,No,14,3,1,80,1,34,5,3,33,18,11,9,Adzuna
45,Current employee,Travel_Rarely,192,Research & Development,10,2,Medical,1,3137,126592,1,Male,45,2,5,Manager,3,Married,19999,5678,1,Y,No,14,3,1,80,1,34,5,3,33,18,11,9,Adzuna
52,Current employee,Travel_Rarely,699,Research & Development,1,4,Life Sciences,1,3138,126593,3,Male,65,2,5,Manager,3,Married,19999,5678,0,Y,No,14,3,1,80,1,34,5,3,33,18,11,9,Adzuna
52,Current employee,Travel_Rarely,699,Research & Development,1,4,Human Resources,1,3139,126594,3,Male,65,2,5,Manager,3,Married,19999,5678,1,Y,No,14,3,1,80,1,34,5,3,33,18,11,9,Adzuna
27,Current employee,Travel_Rarely,894,Research & Development,9,3,Medical,1,3140,126595,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,GlassDoor
52,Current employee,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,3141,126596,1,Female,45,3,1,Research Scientist,2,Single,2279,11781,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,GlassDoor
52,Current employee,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,3142,126597,1,Female,45,3,1,Research Scientist,2,Single,2279,11781,3,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,GlassDoor
27,Current employee,Travel_Rarely,894,Research & Development,9,3,Medical,1,3143,126598,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,3,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,GlassDoor
27,Current employee,Travel_Rarely,894,Research & Development,9,3,Medical,1,3144,126599,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,Adzuna
27,Current employee,Travel_Rarely,894,Research & Development,9,3,Medical,1,3145,126600,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,3,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,Adzuna
52,Current employee,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,3146,126601,1,Female,45,3,1,Research Scientist,2,Single,2279,11781,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,GlassDoor
52,Current employee,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,3147,126602,1,Female,45,3,1,Research Scientist,2,Single,2279,11781,3,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,GlassDoor
27,Current employee,Travel_Rarely,894,Research & Development,9,3,Medical,1,3148,126603,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,GlassDoor
52,Current employee,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,3149,126604,1,Female,45,3,1,Research Scientist,2,Single,2279,11781,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,GlassDoor
52,Current employee,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,3150,126605,1,Female,45,3,1,Research Scientist,2,Single,2279,11781,3,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,GlassDoor
27,Current employee,Travel_Rarely,894,Research & Development,9,3,Medical,1,3151,126606,4,Female,99,2,1,Laboratory Technician,4,Divorced,2532,6054,6,Y,No,14,3,2,80,1,9,3,2,6,5,1,2,GlassDoor
27,Current employee,Travel_Rarely,894,Research & Development,9,3,Medical,1,3152,126607,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,Adzuna
27,Current employee,Travel_Rarely,894,Research & Development,9,3,Medical,1,3153,126608,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,3,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,Adzuna
52,Current employee,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,3154,126609,1,Female,45,3,1,Research Scientist,2,Single,2279,11781,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,GlassDoor
52,Current employee,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,3155,126610,1,Female,45,3,1,Research Scientist,2,Single,2279,11781,3,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,GlassDoor
35,Voluntary Resignation,Travel_Rarely,556,Research & Development,23,2,Life Sciences,1,3156,126611,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,Company Website
42,Current employee,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,3157,126612,1,Male,45,2,2,Manufacturing Director,3,Married,5916,15497,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,Company Website
35,Voluntary Resignation,Travel_Rarely,556,Research & Development,23,2,Other,1,3158,126613,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,1,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,Company Website
42,Current employee,Travel_Frequently,532,Research & Development,29,2,Technical Degree,1,3159,126614,1,Male,45,2,2,Manufacturing Director,3,Married,5916,15497,1,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,Company Website
35,Voluntary Resignation,Travel_Rarely,556,Research & Development,23,2,Life Sciences,1,3160,126615,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,Company Website
35,Voluntary Resignation,Travel_Rarely,556,Research & Development,23,2,Other,1,3161,126616,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,1,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,Company Website
42,Current employee,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,3162,126617,1,Male,45,2,2,Manufacturing Director,3,Married,5916,15497,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,Company Website
42,Current employee,Travel_Frequently,532,Research & Development,29,2,Technical Degree,1,3163,126618,1,Male,45,2,2,Manufacturing Director,3,Married,5916,15497,1,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,Company Website
35,Voluntary Resignation,Travel_Rarely,556,Research & Development,23,2,Life Sciences,1,3164,126619,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,Company Website
42,Current employee,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,3165,126620,1,Male,45,2,2,Manufacturing Director,3,Married,5916,15497,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,Company Website
35,Voluntary Resignation,Travel_Rarely,556,Research & Development,23,2,Other,1,3166,126621,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,1,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,Company Website
42,Current employee,Travel_Frequently,532,Research & Development,29,2,Technical Degree,1,3167,126622,1,Male,45,2,2,Manufacturing Director,3,Married,5916,15497,1,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,Company Website
35,Voluntary Resignation,Travel_Rarely,556,Research & Development,23,2,Life Sciences,1,3168,126623,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,Company Website
35,Voluntary Resignation,Travel_Rarely,556,Research & Development,23,2,Other,1,3169,126624,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,1,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,Company Website
42,Current employee,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,3170,126625,1,Male,45,2,2,Manufacturing Director,3,Married,5916,15497,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,Company Website
42,Current employee,Travel_Frequently,532,Research & Development,29,2,Technical Degree,1,3171,126626,1,Male,45,2,2,Manufacturing Director,3,Married,5916,15497,1,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,Company Website
43,Current employee,Non-Travel,1344,Research & Development,7,3,Medical,1,3172,126627,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,Indeed
30,Current employee,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,3173,126628,1,Male,45,4,1,Research Scientist,4,Divorced,2089,5228,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,Indeed
30,Current employee,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,3174,126629,1,Male,45,4,1,Research Scientist,4,Divorced,2089,5228,2,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,Indeed
43,Current employee,Non-Travel,1344,Research & Development,7,3,Marketing,1,3175,126630,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,3,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,Indeed
30,Current employee,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,3176,126631,1,Male,45,4,1,Research Scientist,4,Divorced,2089,5228,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,Indeed
30,Current employee,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,3177,126632,1,Male,45,4,1,Research Scientist,4,Divorced,2089,5228,2,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,Company Website
43,Current employee,Non-Travel,1344,Research & Development,7,3,Medical,1,3178,126633,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,Indeed
43,Current employee,Non-Travel,1344,Research & Development,7,3,Marketing,1,3179,126634,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,3,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,Indeed
43,Current employee,Non-Travel,1344,Research & Development,7,3,Medical,1,3180,126635,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,Indeed
30,Current employee,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,3181,126636,1,Male,45,4,1,Research Scientist,4,Divorced,2089,5228,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,Indeed
30,Current employee,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,3182,126637,1,Male,45,4,1,Research Scientist,4,Divorced,2089,5228,2,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,Indeed
43,Current employee,Non-Travel,1344,Research & Development,7,3,Marketing,1,3183,126638,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,3,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,Indeed
30,Current employee,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,3184,126639,1,Male,45,4,1,Research Scientist,4,Divorced,2089,5228,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,Indeed
30,Current employee,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,3185,126640,1,Male,45,4,1,Research Scientist,4,Divorced,2089,5228,2,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,Company Website
43,Current employee,Non-Travel,1344,Research & Development,7,3,Medical,1,3186,126641,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,Indeed
43,Current employee,Non-Travel,1344,Research & Development,7,3,Marketing,1,3187,126642,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,3,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,Indeed
45,Current employee,Non-Travel,1195,Research & Development,2,2,Medical,1,3188,126643,1,Male,65,2,4,Manager,4,Married,16792,20462,9,Y,No,23,3,4,80,1,22,1,3,20,8,11,8,Jora
60,Current employee,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,3189,126644,1,Male,46,2,4,Manager,4,Married,16792,20462,9,Y,No,23,3,4,80,1,22,1,3,20,8,11,8,Jora
